Column1,Column2,Column3,Column32,Column33,Column4,Column5
265540-99999 ,VERHNEDVINSK                    ,55.817,27.95,132,01/01/1959,01/02/2023
265850-99999 ,BELYJ                           ,55.85,32.95,222,01/01/1948,01/02/2023
266290-99999 ,KAUNAS                          ,54.883,23.833,77,16/02/1953,01/02/2023
266295-99999 ,KAUNAS INTL                     ,54.964,24.085,78,01/03/1998,01/02/2023
266330-99999 ,UTENA                           ,55.517,25.583,105.7,01/01/1959,01/02/2023
266430-99999 ,SHARCOVSCHINA                   ,55.367,27.467,131,08/02/1961,01/02/2023
266450-99999 ,LYNTUPY                         ,55.05,26.317,212,08/02/1961,01/02/2023
266530-99999 ,POLOTSK                         ,55.467,28.767,133,07/02/1961,01/02/2023
266570-99999 ,DOKSHITSY                       ,54.883,27.75,193,30/09/1961,01/02/2023
266590-99999 ,LEPEL                           ,54.883,28.7,174,01/01/1959,01/02/2023
266660-99999 ,VITEBSK                         ,55.127,30.35,207.9,01/01/1932,01/02/2023
266661-99999 ,GRODNO                          ,53.6,24.533,138,13/07/2004,01/02/2023
266950-99999 ,VJAZ'MA                         ,55.167,34.4,251,01/01/1946,01/02/2023
267020-99999 ,KHRABROVO                       ,54.89,20.593,13.1,01/01/1928,01/02/2023
267300-99999 ,VILNIUS INTL                    ,54.634,25.286,196.9,13/03/1934,01/02/2023
267590-99999 ,BORISOV                         ,54.267,28.5,189,03/01/1959,01/02/2023
267630-99999 ,ORSHA                           ,54.5,30.417,185,01/01/1946,01/02/2023
267810-99999 ,SMOLENSK                        ,54.75,32.067,239,31/12/1936,01/02/2023
267950-99999 ,SPAS-DEMENSK                    ,54.417,34.017,238,01/01/1959,01/02/2023
268250-99999 ,GRODNO                          ,53.6,24.05,134,29/03/1934,31/12/1997
268320-99999 ,LIDA                            ,53.902,25.317,157,31/03/1934,01/02/2023
268500-99999 ,MINSK 1                         ,53.864,27.54,228,01/01/1932,01/02/2023
268530-99999 ,BEREZINO                        ,53.833,28.983,154,01/04/1960,01/02/2023
268550-99999 ,MARIYNA GORKA                   ,53.45,28.133,177,04/02/1961,01/02/2023
268630-99999 ,MOGILEV                         ,53.95,30.067,192,01/01/1955,31/12/1997
268640-99999 ,KLICHEV                         ,53.5,29.333,155,03/02/1961,01/02/2023
268780-99999 ,SLAVGOROD                       ,53.45,31.017,170,03/02/1961,01/02/2023
268820-99999 ,ROSLAVL'                        ,53.933,32.833,224,02/01/1946,01/02/2023
268870-99999 ,KOSTUCKOVICHI                   ,53.35,32.067,167,10/01/1960,01/02/2023
268940-99999 ,ZUKOVKA                         ,53.533,33.75,177,02/01/1932,01/02/2023
268980-99999 ,BRYANSK                         ,53.214,34.176,202.1,31/12/1936,01/02/2023
269410-99999 ,BARANOVICHI                     ,53.117,26,193,01/01/1955,01/02/2023
269510-99999 ,SLUTSK                          ,53.033,27.55,162,01/01/1959,01/02/2023
269610-99999 ,BOBRUISK                        ,53.217,29.127,156,01/01/1955,01/02/2023
269660-99999 ,ZHLOBIN                         ,52.9,30.033,142,03/02/1961,01/02/2023
269970-99999 ,TRUBCHEVSK                      ,52.583,33.767,178,01/01/1955,01/02/2023
270370-99999 ,VOLOGDA                         ,59.233,39.867,131,01/01/1932,01/02/2023
270510-99999 ,TOTMA                           ,59.967,42.767,134,31/12/1936,01/02/2023
270660-99999 ,NIKOL'SK                        ,59.533,45.467,143,01/01/1948,01/02/2023
270830-99999 ,OPARINO                         ,59.85,48.283,180,01/01/1948,01/02/2023
271130-99999 ,CHEREPOVEC                      ,59.267,38.017,114,01/03/1955,01/02/2023
271960-99999 ,KIROV                           ,58.65,49.617,147,01/01/1932,11/12/2002
272080-99999 ,MAKSATIKHA                      ,57.8,35.883,142,01/12/1988,01/02/2023
272170-99999 ,BEZECK                          ,57.8,36.7,147,01/01/1959,19/08/1997
272250-99999 ,RYBINSK                         ,58.1,38.683,105,01/01/1936,01/02/2023
272420-99999 ,BUJ                             ,58.483,41.533,103,02/01/1946,01/02/2023
272520-99999 ,NIKOLO-POLOMA                   ,58.35,43.383,150,01/01/1959,01/02/2023
272710-99999 ,SAR'JA                          ,58.367,45.533,125,31/12/1936,01/02/2023
272960-99999 ,KUMENY                          ,58.1,49.917,177.1,14/08/1959,01/02/2023
273160-99999 ,KASIN                           ,57.35,37.583,138,01/01/1959,01/02/2023
273290-99999 ,ROSTOV                          ,57.2,39.417,101,01/04/1946,01/02/2023
273330-99999 ,KOSTROMA                        ,57.733,40.783,126,01/01/1959,01/02/2023
273470-99999 ,IVANOVO                         ,56.95,40.967,126,31/12/1936,01/02/2023
273550-99999 ,JUR'EVEC                        ,57.333,43.117,132,01/03/1955,01/02/2023
273690-99999 ,KRASNYE BAKI                    ,57.133,45.167,110,01/07/1957,01/02/2023
273730-99999 ,SAKUN'JA                        ,57.667,46.633,175,01/03/1955,01/02/2023
273930-99999 ,NOLINSK                         ,57.55,49.95,136,01/07/1955,01/02/2023
274020-99999 ,TVER'                           ,56.883,35.867,137,01/01/1946,01/02/2023
274590-99999 ,STRIGINO                        ,56.23,43.784,78,02/08/1994,01/02/2023
274790-99999 ,KOZ'MODEM'JANSK                 ,56.333,46.583,107,01/03/1955,01/02/2023
274850-99999 ,JOSHKAR-OLA                     ,56.633,47.767,106,01/01/1959,01/02/2023
275155-99999 ,SHEREMETYEVO                    ,55.973,37.415,189.6,01/01/1973,01/02/2023
275185-99999 ,VNUKOVO                         ,55.592,37.261,208.8,01/01/1973,01/02/2023
275320-99999 ,VLADIMIR                        ,56.117,40.35,172,07/03/1946,01/02/2023
275390-99999 ,GUS'-HRUSTAL'NYJ                ,55.6,40.65,136,01/01/1959,01/02/2023
275530-99999 ,GOR'KIJ                         ,56.217,43.817,82,01/01/1932,20/11/1995
275770-99999 ,SERGAC                          ,55.533,45.5,125,03/03/1964,01/02/2023
275950-99999 ,KAZAN                           ,55.606,49.279,126.2,01/01/1932,01/02/2023
276070-99999 ,BEGISHEVO                       ,55.565,52.093,196,10/08/2004,01/02/2023
276120-99999 ,MOSKVA VDNH (DOLGOPRUDNYJ)      ,55.833,37.617,200,01/01/1932,05/01/2023
276270-99999 ,KASIRA                          ,54.833,38.15,221,23/08/1959,01/02/2023
276480-99999 ,ELAT'MA                         ,54.95,41.767,136,01/01/1932,01/02/2023
276530-99999 ,ARZAMAS                         ,55.367,43.783,127,01/01/1959,01/02/2023
276650-99999 ,LUKOJANOV                       ,55.033,44.5,219,09/03/1946,01/02/2023
276790-99999 ,ALATYR'                         ,54.817,46.583,180,31/12/1936,01/02/2023
277030-99999 ,KALUGA                          ,54.55,36.367,198.8,01/01/1932,01/02/2023
277070-99999 ,SUHINICHI                       ,54.1,35.35,238,01/01/1959,01/02/2023
277190-99999 ,TULA                            ,54.233,37.617,203,01/01/1959,01/02/2023
277310-99999 ,RJAZAN'                         ,54.617,39.717,170,08/03/1946,13/11/2004
277520-99999 ,TEMNIKOV                        ,54.633,43.233,139,01/01/1959,01/02/2023
277600-99999 ,SARANSK AIRPORT                 ,54.118,45.203,216,01/01/1959,01/02/2023
277860-99999 ,ULYANOVSK                       ,54.317,48.333,129,02/01/1948,31/12/1997
278230-99999 ,PAVELETS                        ,53.783,39.25,209,06/03/1946,01/02/2023
278480-99999 ,MORSANSK                        ,53.45,41.8,142,01/01/1959,01/02/2023
278570-99999 ,ZAMETCHINO                      ,53.483,42.633,131,01/01/1932,29/01/2023
279060-99999 ,OREL                            ,52.933,36,196,02/01/1946,01/02/2023
279280-99999 ,ELEC                            ,52.633,38.517,168,01/01/1948,01/02/2023
279300-99999 ,LIPETSK ARPT                    ,52.703,39.538,178.9,01/01/1959,01/02/2023
279470-99999 ,TAMBOV                          ,52.8,41.333,128,01/07/1957,01/02/2023
279620-99999 ,PENZA                           ,53.133,45.017,174,01/01/1932,01/02/2023
279621-99999 ,VOSTOCHNY                       ,54.401,48.803,76.8,13/07/2004,01/02/2023
279830-99999 ,SYZRAN'                         ,53.183,48.4,103,01/01/1959,01/02/2023
280090-99999 ,KIRS                            ,59.35,52.25,168,01/01/1955,01/02/2023
280440-99999 ,SEROV                           ,59.6,60.533,130,01/01/1932,01/02/2023
280490-99999 ,GARI                            ,59.433,62.333,131,16/02/1953,01/02/2023
280640-99999 ,LEUSI                           ,59.617,65.717,72,16/02/1953,31/01/2023
280660-99999 ,KONDINSKOJE                     ,59.667,67.417,41,16/02/1953,19/07/1997
280760-99999 ,DEM'JANSKOE                     ,59.6,69.283,57,16/02/1953,01/02/2023
280870-99999 ,LIMKOYEVSKIYE                   ,59.533,70.417,50,01/07/1957,16/10/2005
280970-99999 ,TAUROVO                         ,59.583,73.283,60.3,09/08/1973,31/01/2023
281160-99999 ,KUDYMKAR                        ,58.983,54.65,186,09/03/1946,01/02/2023
281310-99999 ,KIZEL                           ,59.033,57.567,316,09/03/1946,13/07/1997
281440-99999 ,VERHOTUR'E                      ,58.867,60.783,125,01/01/1959,01/02/2023
281650-99999 ,KUMINSKAYA                      ,58.717,66.083,81.2,01/01/1973,31/01/2023
281720-99999 ,UVAT                            ,59.15,68.917,41,16/02/1953,23/09/1995
282140-99999 ,GLAZOV                          ,58.133,52.583,169,06/05/1947,01/02/2023
282160-99999 ,VERESCAGINO                     ,58.083,54.683,226,01/01/1959,31/12/1997
282240-99999 ,PERM'                           ,58,56.333,170.9,13/07/2004,01/02/2023
282250-99999 ,BOLSHOYE SAVINO                 ,57.915,56.021,123.1,01/01/1932,01/02/2023
282400-99999 ,NIZHNYJ TAGIL                   ,57.883,60.067,260,09/03/1946,01/02/2023
282550-99999 ,TURINSK                         ,58.05,63.683,103,14/03/1946,31/12/1997
282750-99999 ,TOBOL'SK                        ,58.15,68.25,50,01/01/1932,31/01/2023
282780-99999 ,VAGAY RIVER                     ,57.917,69.033,100,01/01/1969,23/12/1997
283190-99999 ,NOZOVKA                         ,57.083,54.75,131,09/03/1946,01/02/2023
283210-99999 ,OHANSK                          ,57.717,55.383,163,19/02/1947,01/02/2023
283340-99999 ,SAMARY                          ,57.35,58.217,244,16/02/1953,01/02/2023
283660-99999 ,JARKOVO                         ,57.417,67.083,52.1,16/02/1953,31/01/2023
283670-99999 ,TYUMEN'                         ,57.117,65.433,102,01/01/1932,31/01/2023
283820-99999 ,UST'-ISIM                       ,57.683,71.183,62,01/01/1948,01/02/2023
283830-99999 ,TEVRIZ                          ,57.517,72.4,67,01/01/1948,31/12/1997
283960-99999 ,VASISS-IN-OM                    ,57.367,74.75,101,16/02/1953,28/03/2004
284110-99999 ,IZHEVSK                         ,56.833,53.45,159,01/07/1957,01/02/2023
284190-99999 ,JANAUL                          ,56.283,54.967,99.4,09/03/1946,31/12/1997
284280-99999 ,CERNUSKA                        ,56.5,56.133,148,01/01/1959,31/12/1997
284340-99999 ,KRASNOUFIMSK                    ,56.65,57.783,206,01/04/1946,01/02/2023
284400-99999 ,KOLTSOVO                        ,56.743,60.803,232.9,01/01/1932,01/02/2023
284510-99999 ,KAMYSLOV                        ,56.85,62.717,127,01/01/1948,31/12/1997
284650-99999 ,JALTUROVOSK                     ,56.683,66.35,61,16/02/1953,31/01/2023
284690-99999 ,VAGAJ                           ,56.483,67.3,131,01/01/1948,30/10/1989
284810-99999 ,VIKULOVO                        ,56.817,70.617,78,01/01/1948,31/01/2023
284910-99999 ,BOL'SIE UKI                     ,56.933,72.667,87,01/01/1955,31/01/2023
284930-99999 ,TARA                            ,56.9,74.383,73,01/01/1932,31/01/2023
284935-99999 ,YEMELYANOVO                     ,56.173,92.493,287.1,14/01/1999,01/02/2023
284980-99999 ,KOLOSOVKA                       ,56.45,73.65,98,04/01/1960,22/08/1997
285020-99999 ,VJATSKIE POLJANY                ,56.233,51.033,83,01/01/1959,01/02/2023
285060-99999 ,ELABUGA                         ,55.767,52.067,91,01/01/1946,01/02/2023
285220-99999 ,ASKINO                          ,56.11,56.574,206.5,29/06/2005,01/02/2023
285370-99999 ,DUVAN                           ,55.7,57.9,338,16/02/1953,31/12/1997
285410-99999 ,VERHNIJ UFALEJ                  ,56.083,60.3,399,01/01/1959,01/02/2023
285520-99999 ,SADRINSK                        ,56.067,63.65,89,11/03/1946,01/02/2023
285730-99999 ,ISHIM                           ,56.1,69.433,82,01/01/1948,31/01/2023
285860-99999 ,TJUKALINSK                      ,55.867,72.2,118,01/01/1948,31/12/1997
285880-99999 ,NAZYVOEVSK                      ,55.567,71.367,126,16/02/1953,31/12/1997
285930-99999 ,BOL'SHERECH'E                   ,56.1,74.633,77,01/01/1948,01/02/2023
285980-99999 ,SARGATSKOE                      ,55.6,73.483,81,16/02/1953,31/12/1997
286150-99999 ,BAKALY                          ,55.183,53.8,125,01/01/1959,31/12/1997
286210-99999 ,BIRSK                           ,55.417,55.533,186,01/01/1959,01/02/2023
286370-99999 ,KROPACEVO                       ,55,57.983,415,09/03/1946,08/05/2001
286420-99999 ,BALANDINO                       ,55.306,61.503,234.4,01/01/1932,01/02/2023
286450-99999 ,CHELYABINSK-GOROD               ,55.15,61.3,237,11/03/1946,01/02/2023
286550-99999 ,SUMIHA                          ,55.233,63.317,178,06/01/1960,31/12/1997
286610-99999 ,KURGAN                          ,55.467,65.4,74,01/01/1932,01/02/2023
286660-99999 ,MAKUSINO                        ,55.25,67.3,140,16/02/1953,01/02/2023
286730-99999 ,ILINSKOYE-IN-TYUMEN             ,55.45,69.317,92,01/01/1969,20/08/2004
286790-99999 ,PETROPAVLOVSK                   ,54.833,69.15,136,01/01/1932,31/12/1997
286880-99999 ,ISIL'KUL'                       ,54.9,71.25,125,01/01/1948,18/12/1997
286960-99999 ,KALACINSK                       ,55.033,74.583,110,16/02/1953,31/12/1997
286980-99999 ,OMSK                            ,54.967,73.311,94.8,01/01/1932,01/02/2023
287110-99999 ,BUGUL'MA                        ,54.617,52.8,303,09/03/1946,01/02/2023
287220-99999 ,UFA                             ,54.558,55.874,136.9,01/01/1932,01/02/2023
287480-99999 ,TROIZK                          ,54.083,61.617,192,12/03/1946,01/02/2023
287560-99999 ,ZVERINOGOLOVSKOE                ,54.467,64.867,117,03/08/1959,31/12/1997
287660-99999 ,BLAGOVESHCHENKA                 ,54.367,66.967,151,01/01/1948,01/02/2023
287850-99999 ,VOZVISHEN SOVKHOZ               ,54.433,70.917,127,02/01/1959,16/12/1997
287860-99999 ,POLTAVKA                        ,54.367,71.75,125,16/02/1953,01/02/2023
287910-99999 ,SERBAKUL'                       ,54.633,72.433,115,15/02/1961,31/12/1997
287970-99999 ,ODESSKOE                        ,54.2,72.967,125,01/01/1948,01/02/2023
287990-99999 ,CERLAK                          ,54.167,74.8,115,01/01/1948,01/02/2023
288060-99999 ,BUGURUSLAN                      ,53.617,52.45,92,31/12/1936,01/02/2023
288250-99999 ,STERLITAMAK                     ,53.583,55.934,137,09/03/1946,01/02/2023
288380-99999 ,MAGNITOGORSK                    ,53.35,59.083,384,31/12/1935,01/02/2023
288670-99999 ,SARYKOL                         ,53.317,65.55,216,16/02/1953,01/02/2023
288770-99999 ,VOLODARSKOE                     ,53.317,68.1,319,01/01/1959,15/11/1997
288790-99999 ,KOKSHETAY                       ,53.283,69.383,229,01/01/1932,01/02/2023
288860-99999 ,KZIL-TUS SOVKHOZ                ,53.633,72.367,138,02/06/1963,09/12/1997
288950-99999 ,RUSSKAJA POLIANA                ,53.783,73.883,125,01/07/1957,26/05/1997
289000-99999 ,KURUMOCH                        ,53.505,50.164,145.4,01/01/1946,01/02/2023
289090-99999 ,BUZULUK                         ,52.817,52.217,80,16/02/1953,31/12/1997
289250-99999 ,MELEUZ                          ,52.917,55.917,180,16/02/1953,31/12/1997
289520-99999 ,KOSTANAY                        ,53.217,63.617,170,31/12/1935,01/02/2023
289570-99999 ,TOBOL                           ,52.683,62.6,208,16/02/1953,20/08/1997
289660-99999 ,RUZAEVKA                        ,52.817,66.967,227,01/11/1953,01/02/2023
289780-99999 ,BALKASINO                       ,52.533,68.75,398,01/01/1959,01/02/2023
289840-99999 ,SUCINSK                         ,52.95,70.217,395,16/02/1953,01/02/2023
290230-99999 ,NAPAS                           ,59.85,81.95,76,01/01/1948,01/02/2023
290370-99999 ,BEREZOVKA                       ,59.383,82.833,68,16/02/1953,28/08/1997
290680-99999 ,NAZIMOVO                        ,59.5,90.928,67,01/01/1959,01/02/2023
290750-99999 ,CHIRIMBA-IN-KRASNOY             ,59.717,93.433,454,01/01/1959,19/04/1988
291030-99999 ,KATYLGA                         ,59.067,76.733,69,16/02/1953,23/04/1995
291110-99999 ,SREDNY VASJUGAN                 ,59.217,78.233,69,01/01/1948,01/02/2023
291220-99999 ,KARGASOK                        ,59.05,80.833,57,01/01/1948,01/02/2023
291280-99999 ,PARABEL'                        ,58.7,81.5,63,16/02/1953,25/06/1997
291490-99999 ,STEPANOVKA                      ,58.633,86.733,105,02/07/1957,01/02/2023
292030-99999 ,NOVYJ VASYUGAN                  ,58.583,76.517,80,18/07/1957,01/02/2023
292090-99999 ,MAJSK                           ,57.8,77.217,99,01/01/1948,01/02/2023
292240-99999 ,STARICA                         ,58.133,80.583,80,08/01/1955,03/05/1996
292310-99999 ,KOLPASEVO                       ,58.317,82.95,75,01/01/1932,01/02/2023
292410-99999 ,PALOCKA                         ,58.383,84.6,81,18/02/1960,18/04/1996
